TypeStay,GuestNationality,Region,Month,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nights stay,Germany,Region Midtjylland,May,30264,48193,54615,35201,39695,39796,40662,36684,22516,26277,34817,27278,33276,32173,25004,29038,31796,30146,28737,22730,29236,27584,24842,29461,28611,27688,35406,24606,261,0
Nights stay,Germany,Region Midtjylland,June,67153,59929,43610,59616,48619,41135,50034,38039,50320,38711,34103,38361,29804,27571,32772,32341,28630,28946,27580,41976,30080,30246,35551,28445,30532,37055,32756,45915,27403,0
Nights stay,Germany,Region Midtjylland,July,243585,237573,162592,232444,195577,162210,119355,112461,101477,113967,110964,109803,102377,102458,92020,78146,86789,88678,94014,93569,83225,86541,68800,61718,71213,74993,107363,108137,123009,0
Nights stay,Germany,Region Midtjylland,August,154382,143545,193089,168282,124007,161303,149742,141663,119353,104603,93100,129703,100528,89976,95839,96273,85603,84111,74478,72317,74367,60435,86069,94045,82322,88303,74313,73562,108293,0
Nights stay,Germany,Region Midtjylland,September,23917,27379,25251,25596,26027,32723,22348,20698,22445,18700,19307,23164,20358,20474,20373,19122,18336,21616,18495,15595,26527,20790,22816,23385,24184,22770,22934,22571,39103,0
Nights stay,Germany,Region Midtjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11800,13118,12245,12023,13483,15206,0
Nights stay,Germany,Region Midtjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,836,960,576,621,345,0
Nights stay,Germany,Region Midtjylland,December,8669,9835,10238,15134,12108,14869,10513,10025,9451,13353,11587,10673,10189,10568,16078,15017,14843,13322,12996,16982,17114,16782,14358,1803,1014,1513,1592,2209,328,0
Nights stay,Germany,Region Nordjylland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,252,456,359,198,406,46
Nights stay,Germany,Region Nordjylland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,246,357,212,209,350,61
Nights stay,Germany,Region Nordjylland,March,339,320,764,449,444,1414,485,514,631,659,776,530,813,1999,739,1524,2557,1680,2019,1608,1154,1434,774,751,2801,1051,1679,864,501,381
Nights stay,Germany,Region Nordjylland,April,5664,5260,4941,6903,6547,5741,9604,5459,7706,6064,5710,6330,7911,5214,4981,5502,4510,7336,5786,7247,6321,5183,5940,6549,5807,8599,6560,8506,74,0
Nights stay,Germany,Region Nordjylland,May,11059,18442,21864,17688,16935,19015,18557,15914,13339,12411,13976,14264,16276,15715,12866,16104,11769,14446,14651,11628,14862,12379,12455,15079,15340,16329,19568,18999,211,0
Nights stay,Germany,Region Nordjylland,June,49737,54046,40640,51457,46809,43313,44387,33153,39762,30086,28041,30651,29563,26983,24807,31944,26470,27244,27471,29517,26012,25916,27092,26251,29300,32117,34677,39550,22253,0
Nights stay,Germany,Region Nordjylland,July,267457,241422,164606,232783,210414,172357,135361,129922,113233,118471,120239,102707,104035,110275,100222,85077,79297,81954,84595,78718,66360,71932,59957,59400,65780,64864,91226,100858,117589,0
Nights stay,Germany,Region Nordjylland,August,188465,163142,232203,184816,147254,196517,192189,186111,144043,120029,109331,145728,128535,118148,121647,110998,91456,78287,71962,70079,65013,55902,76677,81317,76763,71059,73562,72297,104816,0
Nights stay,Germany,Region Nordjylland,September,18493,18422,16598,20146,16817,23564,22919,23417,17411,17900,19777,24511,18944,18346,19842,17711,17942,16201,15365,12441,13602,13051,15211,12315,15742,15305,15476,16840,32334,0
Nights stay,Germany,Region Nordjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184,2561,2749,4365,4715,8029,0
Nights stay,Germany,Region Nordjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,420,423,319,383,299,0
Nights stay,Germany,Region Nordjylland,December,2242,1954,1822,2676,2852,2486,1753,1713,1592,2656,2095,2054,2156,2540,3381,4894,5557,3441,2337,2095,1898,1703,2284,303,441,417,512,688,305,0
Here of in permanent camping slot,Total,All Denmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36375,36446,37482,39155,40239,40564,39685
Here of in permanent camping slot,Total,All Denmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35590,36930,37985,39645,40390,41075,36965
Here of in permanent camping slot,Total,All Denmark,March,108849,86350,80996,68845,75550,109256,100376,97033,107451,112870,201277,118914,124464,226441,101761,144925,323539,125429,209947,129210,161801,156570,134055,68093,94242,76545,77626,66370,61553,81049
Here of in permanent camping slot,Total,All Denmark,April,341881,391394,367153,358853,352197,293856,358629,370161,420927,401854,433846,497497,501561,484316,495976,557259,558167,564036,553487,562024,547508,523701,488696,528179,515905,507722,502886,488642,385133,0
Here of in permanent camping slot,Total,All Denmark,May,617894,638141,567110,549456,559026,535072,558448,544423,522371,559815,584738,633286,667069,647457,621584,695171,740443,719128,687281,677735,681480,645818,632099,640046,628272,626807,606181,613042,523710,0
Here of in permanent camping slot,Total,All Denmark,June,782605,762363,720473,743730,696854,677000,668113,639867,667251,654839,631224,697112,656659,664141,683861,720958,792495,786532,749891,776075,748298,728880,723312,721344,715826,705408,692640,695592,624592,0
Here of in permanent camping slot,Total,All Denmark,July,1302155,1234964,1226981,1283695,1250214,1249396,1134639,1111795,1014625,1063720,1096735,1091581,1043750,1008427,1064740,1021943,1090894,1127233,1135132,1140286,1093701,1091202,1084188,1116192,1109850,1106112,1073478,1080618,1088197,0
Here of in permanent camping slot,Total,All Denmark,August,727305,672418,673900,673493,697939,707300,705230,699897,676266,673177,690236,710716,686673,665955,680349,735548,783850,783243,762882,770651,759617,759588,751599,759788,748480,741855,728950,729813,757780,0
Here of in permanent camping slot,Total,All Denmark,September,330225,316633,292961,279456,301067,304384,294697,312068,319600,310626,354014,366802,364948,375179,383544,402463,420355,415277,392703,379610,375845,363250,365431,368203,366129,372214,362851,365025,380809,0
Here of in permanent camping slot,Total,All Denmark,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76650,81309,85360,83842,84111,96825,0
Here of in permanent camping slot,Total,All Denmark,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44724,44790,48171,48621,50574,52727,0
Here of in permanent camping slot,Total,All Denmark,December,108927,105659,94452,75647,104943,129688,130636,133362,130682,138073,156339,152390,169581,177862,192270,190056,230028,229798,179362,189725,182027,167537,165940,43749,44962,47305,46991,50238,51168,0
Here of in permanent camping slot,Total,Region Hovedstaden,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4567,4920,4649,5383,5723,5183,5918
Here of in permanent camping slot,Total,Region Hovedstaden,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4605,5000,4680,5415,5795,4995,5905
Here of in permanent camping slot,Total,Region Hovedstaden,March,7327,8141,10374,5725,4626,8634,10253,11545,13671,14929,22102,15125,13827,23724,15854,24622,28564,16289,23422,16368,17910,15184,14362,5561,6546,9276,7399,6928,6845,8445
Here of in permanent camping slot,Total,Region Hovedstaden,April,34443,43629,38261,34284,25187,23200,31756,32715,41016,37311,37606,38853,39285,39781,38374,43028,44547,36838,36817,35318,34135,33474,30842,31775,31142,32186,30593,31771,29196,0
Here of in permanent camping slot,Total,Region Hovedstaden,May,69906,62581,45478,43390,42215,43123,49794,44731,43996,48099,49626,51171,52685,51777,51407,50499,61068,46461,44069,43790,42626,41982,38167,38456,38727,40042,39742,38943,40605,0
Here of in permanent camping slot,Total,Region Hovedstaden,June,90101,86601,69592,74217,64718,65611,60373,67288,55770,54384,55712,56367,47868,53946,54699,53802,68484,54044,53981,53412,51236,47088,44976,43776,45816,46056,46584,44448,43183,0
Here of in permanent camping slot,Total,Region Hovedstaden,July,107221,105579,105918,96558,102445,102230,95717,101360,83559,85392,88361,79427,73391,74976,76247,71253,96331,82513,83704,80809,79062,72744,70518,71610,72954,75978,74172,72114,73632,0
Here of in permanent camping slot,Total,Region Hovedstaden,August,71746,64110,55784,59215,71050,75413,60533,63782,59016,57833,56043,55899,50929,44579,44882,51756,64367,53797,55373,55188,55214,51462,50679,51057,49410,50328,49572,48249,51435,0
Here of in permanent camping slot,Total,Region Hovedstaden,September,36331,35506,27558,27279,29813,33215,31963,31457,31876,27939,28642,29936,30530,32993,27073,32748,37204,32033,29997,29353,27427,27752,26011,25720,25714,27964,27648,26590,30159,0
Here of in permanent camping slot,Total,Region Hovedstaden,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7219,7019,8479,7929,8186,9299,0
Here of in permanent camping slot,Total,Region Hovedstaden,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5730,5526,6492,6384,6834,7224,0
Here of in permanent camping slot,Total,Region Hovedstaden,December,15901,10817,10004,7975,8624,10684,11839,10603,13091,13353,14916,14891,15742,17165,23268,22922,25557,22306,19638,23094,22391,19534,20527,5922,5488,6355,6389,6822,7158,0
Here of in permanent camping slot,Total,Region Sjælland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7698,8145,8515,9130,8865,8629,9775
Here of in permanent camping slot,Total,Region Sjælland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7125,8205,8745,9460,8885,9025,9270
Here of in permanent camping slot,Total,Region Sjælland,March,48909,22136,18232,15751,10397,17183,21753,12767,15012,17268,33348,24088,25936,46505,22566,28942,55173,29019,34918,26663,30356,25791,24740,12841,15615,16153,14119,12188,10896,15433
Here of in permanent camping slot,Total,Region Sjælland,April,94506,102501,75336,78640,64294,55219,62671,56290,58979,61087,67941,80282,84290,77977,83823,95803,84181,92407,87717,80371,74684,71956,74506,76614,75678,78459,77769,77449,67822,0
Here of in permanent camping slot,Total,Region Sjælland,May,149742,148628,122627,119023,114853,84432,93343,84176,82153,94108,94673,99656,108145,104542,96370,113366,101661,109089,101880,97950,92878,90888,91959,94668,94239,94668,89355,91518,89515,0
Here of in permanent camping slot,Total,Region Sjælland,June,181782,171715,163450,172671,145654,135393,128076,102266,99690,106613,98021,123138,102510,105365,105863,118930,120678,115741,115680,114383,101825,103296,105336,105936,108696,107616,105048,106584,108386,0
Here of in permanent camping slot,Total,Region Sjælland,July,252203,215446,231755,243249,239495,247891,222549,183527,165063,167047,171712,168816,165849,152050,153596,157563,161754,172227,177682,169004,155549,167454,168756,174972,176148,177156,167160,176778,184758,0
Here of in permanent camping slot,Total,Region Sjælland,August,156800,117159,109503,114036,116866,108764,105608,102590,94484,95049,115201,114530,104558,108757,107416,119087,116470,121745,116863,114244,104047,112833,113859,116640,123120,118503,117153,116154,121284,0
Here of in permanent camping slot,Total,Region Sjælland,September,78471,70210,56512,50969,50958,48315,50195,45017,46577,46472,63548,63866,65640,66217,71494,73392,71102,68653,63927,59480,59495,57694,60977,62212,63408,63228,61004,62154,65072,0
Here of in permanent camping slot,Total,Region Sjælland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16552,17574,17855,17679,17164,18826,0
Here of in permanent camping slot,Total,Region Sjælland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9726,9636,11043,11757,11916,12942,0
Here of in permanent camping slot,Total,Region Sjælland,December,26749,23185,17386,13012,14756,14825,15798,15536,16126,15468,23465,22280,24843,35871,32881,35741,46528,54102,37099,37688,33294,29653,35120,9514,9888,10224,10152,11322,11772,0
Here of in permanent camping slot,Total,Region Syddanmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12935,12823,13173,13262,13337,13427,10822
Here of in permanent camping slot,Total,Region Syddanmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12720,13235,13130,13170,13330,13535,9015
Here of in permanent camping slot,Total,Region Syddanmark,March,26718,21622,22284,18583,25188,47026,30063,28807,27436,23148,59662,31239,28624,63255,20466,36321,123769,41341,84555,47910,58627,58255,49450,23751,32410,24490,27391,22389,20924,23686
Here of in permanent camping slot,Total,Region Syddanmark,April,88025,110314,118059,117365,124922,103612,122618,131876,151896,132937,143470,171636,170536,157908,158186,179195,184278,194215,199154,207013,199904,187329,171569,195279,189466,186893,184663,175543,117459,0
Here of in permanent camping slot,Total,Region Syddanmark,May,170990,182882,181495,175488,184864,190353,186868,199911,183788,200291,195896,221894,230496,214700,207598,235545,254776,260873,249432,248775,250505,232010,227702,236164,228690,232767,225251,222895,161733,0
Here of in permanent camping slot,Total,Region Syddanmark,June,238898,241380,236366,239762,232595,224074,227565,229186,254133,237983,220857,248169,225543,219797,233383,244916,273807,282496,261120,271922,273137,262752,256896,260064,257522,255552,251664,252648,204223,0
Here of in permanent camping slot,Total,Region Syddanmark,July,490860,484284,471432,512932,494095,459557,412576,437707,394846,439332,453189,462171,426814,405808,430762,392453,409547,419187,420494,425861,400471,396270,390516,399630,397152,407568,388332,386400,377180,0
Here of in permanent camping slot,Total,Region Syddanmark,August,246511,237330,265098,252104,260010,247816,281188,293612,279089,267760,269121,280520,259914,235818,248563,270579,290192,286250,287768,283503,283544,278367,273564,274587,265882,265818,259987,260553,270714,0
Here of in permanent camping slot,Total,Region Syddanmark,September,94957,91601,97595,99117,108935,104980,99680,115284,112720,114941,126144,131377,130886,127952,131315,138513,145693,139968,143875,142168,138936,135911,135896,132637,131522,133150,128834,128480,130353,0
Here of in permanent camping slot,Total,Region Syddanmark,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26747,27700,30536,28628,27666,32044,0
Here of in permanent camping slot,Total,Region Syddanmark,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15528,15822,15714,15114,16638,16314,0
Here of in permanent camping slot,Total,Region Syddanmark,December,29837,40351,37721,25491,40493,51182,53635,52029,50462,49910,53320,48606,58472,62562,60246,66077,73552,80026,66575,64116,62592,63902,60219,15095,15972,15768,15102,16674,17262,0
Here of in permanent camping slot,Total,Region Midtjylland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6010,5843,6000,5865,6240,7070,7075
Here of in permanent camping slot,Total,Region Midtjylland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6190,5790,6295,6135,6320,7060,7100
Here of in permanent camping slot,Total,Region Midtjylland,March,18147,26673,21685,18512,17067,19703,13833,17800,14286,18987,39077,21121,23075,48222,19706,26519,64220,22733,37295,22118,31608,28440,24421,13712,21640,14355,15791,13518,12603,20220
Here of in permanent camping slot,Total,Region Midtjylland,April,83967,89110,88374,85604,85060,69970,88525,94086,96671,94559,107175,115204,115712,112624,115844,135696,125768,120745,115627,119240,124544,123882,117570,124562,117996,115449,113391,110914,93703,0
Here of in permanent camping slot,Total,Region Midtjylland,May,152788,158520,134216,132081,130200,128844,135699,122774,120305,122343,137214,140393,147764,154820,149109,159997,167116,156319,151997,145194,152043,150360,149730,148108,143137,142822,137655,138704,126744,0
Here of in permanent camping slot,Total,Region Midtjylland,June,176920,164352,152381,152429,145711,145217,148326,133893,147115,143081,148340,149018,139034,151309,152818,151711,170840,166780,162335,167952,164226,168648,172200,168912,162936,162120,157104,158160,145437,0
Here of in permanent camping slot,Total,Region Midtjylland,July,276671,259946,235867,253784,244957,255199,239014,221626,216151,210500,210140,208356,201787,200454,210423,197555,221762,237775,235782,233735,240505,239232,246120,248598,240534,240366,238686,239274,247172,0
Here of in permanent camping slot,Total,Region Midtjylland,August,162166,159515,145390,146174,150278,161974,147212,137093,142254,150436,142706,148850,146278,151072,147494,145857,155596,162120,155184,158610,162981,165726,166590,167518,163404,163863,161784,161649,170370,0
Here of in permanent camping slot,Total,Region Midtjylland,September,83584,84581,77681,67000,74100,74018,69682,75677,79007,73750,87812,85244,80395,87787,89122,89646,88379,91859,80200,79927,82193,77356,81785,82861,80622,80764,80341,81091,86658,0
Here of in permanent camping slot,Total,Region Midtjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13898,16184,16014,16388,17479,19501,0
Here of in permanent camping slot,Total,Region Midtjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7524,7554,7338,7836,7500,8562,0
Here of in permanent camping slot,Total,Region Midtjylland,December,28002,23769,20583,16651,18293,28264,25062,28966,25841,29665,29794,35398,34716,33808,40094,36067,47087,44657,32856,35738,35764,29130,28519,7164,7488,7410,7680,7632,7992,0
Here of in permanent camping slot,Total,Region Nordjylland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5165,4715,5145,5515,6075,6255,6095
Here of in permanent camping slot,Total,Region Nordjylland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4950,4700,5135,5465,6060,6460,5675
Here of in permanent camping slot,Total,Region Nordjylland,March,7748,7778,8421,10274,18272,16710,24474,26114,37046,38538,47088,27341,33002,44735,23169,28521,51813,16047,29757,16151,23300,28900,21084,12228,18031,12272,12925,11347,10286,13265
Here of in permanent camping slot,Total,Region Nordjylland,April,40940,45840,47123,42960,52734,41855,53059,55194,72365,75960,77654,91522,91738,96026,99749,103537,119393,119831,114172,120082,114241,107060,94209,99949,101623,94735,96470,92965,76953,0
Here of in permanent camping slot,Total,Region Nordjylland,May,74468,85530,83294,79474,86894,88320,92744,92831,92129,94974,107329,120172,127979,121618,117100,135764,155822,146386,139903,142026,143428,130578,124541,122650,123479,116508,114178,120982,105113,0
Here of in permanent camping slot,Total,Region Nordjylland,June,94904,98315,98684,104651,108176,106705,103773,107234,110543,112778,108294,120420,141704,133724,137098,151599,158686,167471,156775,168406,157874,147096,143904,142656,140856,134064,132240,133752,123363,0
Here of in permanent camping slot,Total,Region Nordjylland,July,175200,169709,182009,177172,169222,184519,164783,167575,155006,161449,173333,172811,175909,175139,193712,203119,201500,215531,217470,230877,218114,215502,208278,221382,223062,205044,205128,206052,205455,0
Here of in permanent camping slot,Total,Region Nordjylland,August,90082,94304,98125,101964,99735,113333,110689,102820,101423,102099,107165,110917,124994,125729,131994,148269,157225,159331,147694,159106,153831,151200,146907,149985,146664,143343,140454,143208,143977,0
Here of in permanent camping slot,Total,Region Nordjylland,September,36882,34735,33615,35091,37261,43856,43177,44633,49420,47524,47868,56379,57497,60230,64540,68164,77977,82764,74704,68682,67794,64539,60763,64774,64864,67109,65025,66712,68567,0
Here of in permanent camping slot,Total,Region Nordjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12234,12832,12475,13218,13616,17155,0
Here of in permanent camping slot,Total,Region Nordjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6216,6252,7584,7530,7686,7685,0
Here of in permanent camping slot,Total,Region Nordjylland,December,8438,7537,8758,12518,22777,24733,24302,26228,25162,29677,34844,31215,35808,28456,35781,29249,37304,28707,23194,29089,27986,25317,21555,6054,6126,7548,7668,7788,6984,0
Here of in permanent camping slot,Denmark,All Denmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33047,33063,34037,35610,36740,37045,39685
Here of in permanent camping slot,Denmark,All Denmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32135,33330,34685,36140,36870,37435,36965
Here of in permanent camping slot,Denmark,All Denmark,March,100553,79337,71936,58174,62477,84323,89862,86437,99314,106851,178178,110994,113021,201306,93399,128317,288817,115377,191145,117760,147387,137536,121246,62329,86979,71242,71896,61585,57205,81049
Here of in permanent camping slot,Denmark,All Denmark,April,297318,336002,311133,303715,291229,244910,297362,311169,353236,342326,367804,429216,428997,426526,440616,497954,507669,505078,498304,505823,495012,471959,442117,475562,465958,458705,452555,441320,385133,0
Here of in permanent camping slot,Denmark,All Denmark,May,542960,548333,480667,463178,471495,443668,465139,456320,442920,475567,500530,544249,576000,565595,545137,613735,665553,638860,619019,609896,614078,582546,568638,576936,567293,562376,544126,550700,523710,0
Here of in permanent camping slot,Denmark,All Denmark,June,668547,654889,617901,631023,590637,568605,559672,536739,552961,549653,535317,595358,567111,577875,596683,633068,705718,701516,676226,699551,673398,655572,648240,647952,645461,636984,623904,624096,595888,0
Here of in permanent camping slot,Denmark,All Denmark,July,1081700,1015811,1016381,1048967,1018869,1026235,949930,930156,848644,870880,895416,892607,853933,835346,898452,880324,944569,978074,996951,1007302,969627,964572,957516,994392,991158,989688,956424,961632,989119,0
Here of in permanent camping slot,Denmark,All Denmark,August,607718,556943,540177,549454,568177,575774,531947,530349,508334,526542,555082,572592,558804,551074,575574,620306,677174,676465,663830,677887,666489,675674,664713,679251,666272,663805,649336,649002,681183,0
Here of in permanent camping slot,Denmark,All Denmark,September,286777,272966,249470,235163,248932,253783,245838,260848,265706,259332,297768,307977,301940,314729,328580,349190,369530,369739,348340,334685,333653,321448,323315,328890,325890,333958,322318,324873,342910,0
Here of in permanent camping slot,Denmark,All Denmark,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68883,73118,76165,75064,75857,87802,0
Here of in permanent camping slot,Denmark,All Denmark,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40752,40770,44289,44685,46050,48611,0
Here of in permanent camping slot,Denmark,All Denmark,December,98800,86138,78581,62632,86960,107772,106269,109529,107025,115548,134526,132681,145421,149490,163729,162737,205820,204902,157662,172937,165585,146694,148956,39974,40876,43413,43181,45672,47100,0
Here of in permanent camping slot,Denmark,Region Hovedstaden,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4422,4801,4524,5263,5593,5088,5918
Here of in permanent camping slot,Denmark,Region Hovedstaden,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4460,4870,4560,5285,5665,4895,5905
Here of in permanent camping slot,Denmark,Region Hovedstaden,March,6965,8141,10374,5723,4560,8564,10238,11531,13570,14774,21866,15061,13613,23212,15382,24179,28174,15869,22881,15941,17372,14952,14227,5414,6402,9075,7280,6802,6733,8445
Here of in permanent camping slot,Denmark,Region Hovedstaden,April,34313,43449,38084,34274,25150,23133,31684,32620,40684,37086,37401,38728,39064,39529,38203,42179,44075,36208,36205,34665,33527,32744,30185,31235,30600,31590,30033,31228,29196,0
Here of in permanent camping slot,Denmark,Region Hovedstaden,May,69650,62436,45041,43370,42106,42977,49640,44519,43695,47828,49469,51044,52419,51435,50938,48771,60022,45678,43365,42880,41810,41140,37388,37770,38002,37707,38969,38183,40605,0
Here of in permanent camping slot,Denmark,Region Hovedstaden,June,89821,86232,69076,74163,64548,65321,60098,66856,55300,53931,55445,56073,47679,53473,54267,52031,67239,53307,53150,52378,50372,45768,43512,42912,44856,45120,45600,43584,42907,0
Here of in permanent camping slot,Denmark,Region Hovedstaden,July,106861,105138,105390,96468,101912,101705,94978,100738,83051,84977,87976,79105,73116,74394,75380,69438,92900,81260,80757,79095,77583,70518,67872,69846,71400,73752,72492,70308,72624,0
Here of in permanent camping slot,Denmark,Region Hovedstaden,August,71328,63883,55574,59184,70797,75255,60199,63311,58638,57437,55874,55679,50704,44191,44111,49820,63030,52971,54253,53939,54185,50247,49410,49869,48384,49329,47547,47412,50760,0
Here of in permanent camping slot,Denmark,Region Hovedstaden,September,36237,35462,27432,27249,29755,33044,31721,31287,31788,27805,28529,29848,30383,32625,26480,31427,36089,31594,29287,28570,26823,27157,25356,25151,25159,27448,27055,26148,29801,0
Here of in permanent camping slot,Denmark,Region Hovedstaden,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7069,6857,8323,7787,8039,9197,0
Here of in permanent camping slot,Denmark,Region Hovedstaden,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5568,5364,6330,6234,6702,7128,0
Here of in permanent camping slot,Denmark,Region Hovedstaden,December,15901,10807,9800,7975,8624,10674,11829,10525,13019,13132,14800,14853,15646,16865,22382,22466,24487,21311,18898,22457,21842,19243,19885,5766,5338,6195,6251,6696,7062,0
Here of in permanent camping slot,Denmark,Region Sjælland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7665,8090,8455,9075,8775,8585,9775
Here of in permanent camping slot,Denmark,Region Sjælland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7090,8155,8705,9415,8770,8985,9270
Here of in permanent camping slot,Denmark,Region Sjælland,March,48659,21954,17857,15501,10375,16714,21741,12653,15012,17268,32355,23968,25835,45802,22361,28908,54686,28935,34857,26603,30275,25731,24666,12790,15546,16026,14016,12066,10810,15433
Here of in permanent camping slot,Denmark,Region Sjælland,April,93824,100523,74039,77310,63397,54332,61783,55286,58232,60148,66208,78710,82616,76712,83091,94867,83675,91591,85521,79608,74078,71416,74024,75438,74940,77737,77155,76378,67822,0
Here of in permanent camping slot,Denmark,Region Sjælland,May,148856,145886,120065,117423,113494,83257,92309,82978,81463,93253,92942,97266,106482,102823,95164,112047,101072,108072,100904,96995,92045,90090,91203,93177,92727,93786,88599,90468,89515,0
Here of in permanent camping slot,Denmark,Region Sjælland,June,179474,170040,162158,170525,143322,133514,126717,100614,98604,104751,95626,120631,101032,103497,104254,117486,119264,115152,114546,113338,100909,102408,104400,103896,106872,106560,104136,105264,107774,0
Here of in permanent camping slot,Denmark,Region Sjælland,July,247020,209572,227793,238996,234103,242052,217900,178378,160714,162600,166569,164267,161737,149466,151414,155558,160585,170737,174937,167140,153958,165900,166698,172872,174090,175098,165774,174888,182070,0
Here of in permanent camping slot,Denmark,Region Sjælland,August,153501,114051,108217,112560,113203,105525,102340,99150,90625,90630,110065,110632,101533,106106,105711,117201,115103,120495,115480,113107,102931,111834,112779,115371,118638,117342,115965,115047,119583,0
Here of in permanent camping slot,Denmark,Region Sjælland,September,77420,69225,55770,50187,49804,47613,49536,44199,45914,45839,62315,62705,64328,65280,70558,72477,69978,68309,63249,58908,58967,57235,60530,61760,62326,62275,60560,61676,64113,0
Here of in permanent camping slot,Denmark,Region Sjælland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16454,17455,17773,17577,17082,18628,0
Here of in permanent camping slot,Denmark,Region Sjælland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9690,9606,11001,11661,11832,12810,0
Here of in permanent camping slot,Denmark,Region Sjælland,December,26219,22895,17220,12939,14676,14821,15792,15504,16026,15438,23231,22132,24724,35421,32822,35475,45412,53994,37005,37652,33130,29589,34903,9486,9816,10170,10032,11220,11712,0
Here of in permanent camping slot,Denmark,Region Syddanmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10190,10054,10443,10282,10472,10617,10822
Here of in permanent camping slot,Denmark,Region Syddanmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9820,10255,10475,10265,10515,10725,9015
